id,collection,advisor,author,department,secondreader,date,abstract,service,identifier,publisher,subject,title,type,discipline,level,degree_name
5696,10945/17,"Burson, Patrick A.R.","Long, James A.",Operations Research,"Fricker, Ronald D.",2011-06,"The purpose of this thesis is to determine if the NWP 4-01.2 or the current ""On Station"" planning factors within RASP provide adequate estimates of fuel consumption within FIFTHFLT for seven classes of naval warships, or would fleet planners be better served with our newly computed ""GeoRegion"" planning factors. The analysis concludes the NWP and the ""On Station"" planning factors overestimate actual fuel consumption within the FIFTHFLT AOR. The ""GeoRegion"" planning factors proved to be more efficient and provided a more effective optimization of RAS deliveries. There were fewer RAS events using the new planning factors, reducing JP5 hits from 50 to 45 and DFM hits from 50 to 43. There was also a substantial decrease in the number of 4-hour periods the warships spent below 50% fuel capacity.",,http://hdl.handle.net/10945/5713,"Monterey, California. Naval Postgraduate School",,Optimizing logistical planning factors for fuel rate consumption within the FIFTH FLEET area of responsibility,Thesis,Operations Research,Masters,M.S.
5766,10945/17||10945/11539,"Fricker, R. D.","Korman, Randi M.",Operations Research,"Eagle, James",2011-03,"The Navy and Marine Corps use the ESSENCE system for early detection of diseases and other public health threats to the force and for situational awareness on the location and spread of such diseases. In accordance with BUMEDINST 6220.12B, the NMCPHC sponsored a survey to better understand ESSENCE account holders' training on the system, employment of the system, and their perceived value of the system. The survey was sent to 225 Navy and Marine Crops users with either an active or a disabled ESSENCE account. Ultimately, 143 of the users responded to the survey for a 64 percent response rate. Survey findings conclude that, overall, nine out of 10 ESSENCE account holders, past and present, favor using the system, find it valuable, and believe the training they received has been adequate. However, users raised four issues: 1) it takes an excessive amount of time to obtain an account, 2) passwords are required to be changed too often, 3) there are too many miscodings leading to excessive false positive signals, and 4) training and training tools are insufficient.",,http://hdl.handle.net/10945/5783,"Monterey, California. Naval Postgraduate School",,Assessing the essence biosurveillance system results of a user survey,Thesis,Operations Research,Masters,M.S.
10772,10945/17,"Royset, Johannes O.","Pee, Eng Yau",Operations Research,,2011-03,"This dissertation approaches the solution of optimization models with uncertain parameters by considering the worst-case value of the uncertain parameters during optimization. We consider three problems resulting from this approach: a finite minimax problem (FMX), a semi-infinite minimax problem (SMX), and a semi-infinite minmax-min problem (MXM). In all problems, we consider nonlinear functions with continuous variables. We find that smoothing algorithms for (FMX) may only have sublinear rates of convergence, but their complexity in the number of functions is competitive with other algorithms. We present two new smoothing algorithms with novel precision-adjustment schemes for (FMX). For (SMX) algorithms, we present a novel way of expressing rate of convergence in terms of computational work instead of the typical number of iterations, and show how the new way allows for a fairer comparison of different algorithms. We propose a new approach to solve (MXM), based on discretization and reformulation of (MXM) as a constrained finite minimax problem. Our approach is the first to solve (MXM) in the general case where the innermost  feasible region depends on the variables in the outer problems. We conduct numerical studies for all three problems.",,http://hdl.handle.net/10945/10782,"Monterey, California. Naval Postgraduate School",Finite and semi-infinite minimax||Generalized min-max-min||Discretization||Rate of convergence||Complexity,On algorithms for nonlinear minimax and min-max-min problems and their efficiency,,Operations Research,Doctoral,Ph.D  in Operations Research
5772,10945/17,"Hocevar, Susan P.","Sadowski, Andre T.",Operations Research,"Maher, Kevin J.",2011-03,"The Joint Program Executive Office for Chemical Biological Defense (JPEO-CBD) is  interested in how it can achieve a higher success rate of fielded items with its nine  subordinate Program Management Offices. The Joint Science and Technology Office  (JSTO) is the research, development, and technology organization that assesses all the  new technologies that may eventually become fielded. The JPEO-CBD organization  suspects that many of the research projects funded by JSTO are rarely fielded into actual  Chemical Biological Defense (CBD) systems used by the end user. This study analyzes  the results of a JPEO-CBD Questionnaire and compares those results to applicable JPEOCBD  and JSTO technology statistics. The aim of this study is to analyze the quality of  the agency relationships and how the relationships impact the probability of projects  being fielded. This study shows a significant statistical relationship between the  collaboration survey score of a JPM and its anticipated future transition to the warfighter.  A similar result is true for the correlation between the historical percentage of  technologies that transition to warfighter use and the JPM's collaboration survey score.",,http://hdl.handle.net/10945/5789,"Monterey, California. Naval Postgraduate School",,Joint Program Executive Office for Chemical and Biological Defense collaboration study,Thesis,Operations Research,Masters,M.S.
5784,10945/17,"Buttrey, Samuel E.","Park, Seryoung C.",Operations Research,"Pema, Elda",2011-03,"The Navy College Program for Afloat College Education (NCPACE) is one of the main components of the United States Navy's Voluntary Education (VOLED) program,  offering college courses and remedial academic skill modules to sailors on sea duty or stationed in remote locations. This thesis predicts the likelihood of NCPACE course completion by course and  individual participant characteristics using a logistic regression model. We found that participants who take distance learning-based and mathematics courses have lower predicted odds of succeeding, while participants with higher Armed Forces Qualification Test (AFQT) scores and levels of education have higher predicted odds of succeeding. Some variation was noticed between unit vessel types and school. This thesis also evaluates the likelihood of attempting and successfully completing a subsequent course conditional on the outcome of the first course. Successful completion of the first course is positively associated with an enrollment in a subsequent course in addition to the successfully completion of that course. Lastly, this thesis examines promotion, extension and reenlistment outcomes for first-term NCPACE participants with 48-month contracts. We found that those who successfully completed at least one course are predicted to be more likely to promote to E5 and are predicted to be slightly less likely to reenlist in the Navy.",,http://hdl.handle.net/10945/5801,"Monterey, California. Naval Postgraduate School",,Effectiveness of Voluntary Education in operational environments an analysis of the Navy College Program for Afloat College Education (NCPACE),Thesis,Operations Research,Masters,M.S.
5788,10945/17,"Alderson, David L.","Yuhas, Timothy C.",Operations Research,"Carlyle, Matthew",2011-03,"We model the regional highway system of Central California and consider the challenge of evacuating a highly populated  region from the threat of catastrophic flood. Specifically, we build a minimum cost network flow problem to represent the  movement of more than one million people within Yolo, Sacramento, San Joaquin, and Stanislaus Counties. Our model solves  for ""best case"" evacuation routes and clearing times assuming perfect knowledge of flood inundation and road conditions. Our  model is large but efficient, solving 35 separate scenarios in less than 45 minutes. We develop two basic evacuation scenarios,  each having many variations, resulting in 490 total scenarios. For these, we analyze model assumptions and the effect of  interruptions to evacuation behavior for a range of ""what-if"" situations.",,http://hdl.handle.net/10945/5805,"Monterey, California. Naval Postgraduate School",,Escape from the delta preparation and evacuation for catastrophic flooding in California Emergency Management Agency Region IV,Thesis,Operations Research,Masters,M.S.
5704,10945/17,"Salmeron, Javier","Farlow, Charles R.",Operations Research,"Alderson, David L.",2011-03,"The Sacramento region is prone to flooding disasters. This thesis uses an optimization model to recommend where to preposition and/or expand warehouses, health-care personnel, ramp space, and transportation vehicle capacity. Adequate prepositioning helps evacuate the emergency population (EP), supply commodities to affected population (AP) that stays back in the affected areas (AAs), and transport other displaced population (DP) to the relief locations (RLs) for shelter. The goal is to minimize the expected number of EP and AP casualties, and then to maximize the DP transported to RL shelters, both during the first 72 hours after a flood disaster. We model a network of eight AAs and ten RLs, four flooding scenarios of different severity, and several budget levels for expansion of the initially prepositioned resources. We find that the RLs that the Federal Emergency Relief Agency (FEMA) has already selected have enough warehouse space to support the AP. This model recommends minor investment in additional health-care providers and emergency rescue vehicles for the EP. On the other hand, we observe a shortfall in mass housing capacity for the DP, even after fully expanding the capacity of existing facilities.",,http://hdl.handle.net/10945/5721,"Monterey, California. Naval Postgraduate School",,Prepositioning for flooding in the Sacramento region,Thesis,Operations Research,Masters,M.S.
5713,10945/17,"Fricker, Ronald D.","Dao, Jason H.",Operations Research,"Silvestrini, Rachel T.",2011-03,"Bioterrorism is not a new threat, but the potential for disastrous outcomes is greater than it has ever been. In order to confront this threat, biosurveillance systems are utilized to provide early warning of health threats, early detection of health events, and situational awareness of disease activity. To date, there is little known about the performance of such biosurveillance systems in comparison to diagnosis capabilities of medical personnel. In this thesis, a discrete  event simulation model of an anthrax outbreak is developed in order to analyze the performance of such biosurveillance systems in comparison to medical personnel. This research found the Early Aberration Reporting  System C1 statistical algorithm is useful in early event detection of a bioterror attack. Given an exposed population of 1,000 people, the nominal probability that the algorithm signals first is 31.5% and it is 0.3% for an exposed population  of 10,000 people. Given an exposed population of 1,000 people, the nominal time it takes for the algorithm to signal is 3.3 days and 0.38 days for an exposed population of 10,000 people.",,http://hdl.handle.net/10945/5730,"Monterey, California. Naval Postgraduate School",,Assessing the effectiveness of biosurveillance via discrete event simulation,Thesis,Operations Research,Masters,M.S.
5720,10945/17,"Buttrey, Samuel E.","Smith, David A.",Aeronautical Engineering,"Mislick, Gregory K.",2011-03,"Acquisition costs of Departement of Defense (DoD) weapon systems are of major concern due to their enormous annual expense. In fact, $165B was spent by DoD on acquisition in 2008. However, another  budget component, Product Support, costs the government an additional $132B annually. DoD has stated  that the preferred method for providing this life-cycle sustainment is Performance Based Logistics (PBL),  and 20% of all programs now use that method of support. PBL's goal is to provide maximum readiness at  reasonable costs.  Unfortunately, evaluation of the success of these PBL contracts is difficult, because of the large  number of metrics and vast differences among weapon systems. Several studies have attempted to do so,  but they have not used DoD-prescribed metrics for evaluation. This research attempts to use two of the five  DoD-prescribed metrics to analyze the PBL contract for the Army High Mobility Medium Wheeled Vehicle  (HMMWV) Integrated Logistics Plan (ILP). These two are Cost Per Unit Usage (CPUU) and Operational  Availability.  This statistical analysis found that the ILP does not appear to be decreasing cost or increasing Operational Availability for the Army HMMWV program. Further study using the other three DoD metrics is  recommended.",,http://hdl.handle.net/10945/5737,"Monterey, California. Naval Postgraduate School",,Assessing the success of the army HMMWV integrated logistics plan,Thesis,Operations Research,Masters,M.S.
5730,10945/17||10945/11539,"Regnier, Eva||Hansen, James A.","Slootmaker, Leslie A.",Operations Research,"Lucas, Thomas W.",2011-03,"er of the United States Naval Forces Central Command and Combined  Maritime Forces in Bahrain. The Next-generation PPS (PPSN) model uses simulation to provide as output, a forecast  of relative pirate presence probability over time. Effective March 1, 2011, the name of PPSN has been changed to the  Pirate Attack Risk Surface (PARS) model.  This research includes interviews with counter-piracy forces that led to recommended changes in the PPSN  model. In addition, using robust and realistic experimental designs, this research identifies the significant intelligence  factors of the PPSN model. This gathered information is being used to refine these input variables to achieve  maximum performance of the PPSN model. This research also unveiled input variables that are influential in the  computing memory requirements and program runtime. This information is being used to focus efforts on setting  these variables to realistic levels without sacrificing the model's efficiency and effectiveness. Finally, the results of  this thesis allow for quick turnaround of updates to the PPSN model in response to gathered intelligence.",,http://hdl.handle.net/10945/5747,"Monterey, California. Naval Postgraduate School",,Countering piracy with the next generation piracy performance surface model,Thesis,Operations Research,Masters,M.S.
5739,10945/17,"Fricker, Ronald D.","Jackson, Kenneth J.",Operations Research,"Burson, Patrick A.R.",2011-03,"This research establishes metrics for determining overall Navy secondary inventory  forecasting accuracy when compared to actual demands at the Naval Inventory Control  Point (NAVICP). Specifically, two performance metrics are introduced: the average  performance index (API) and the median absolute deviation performance index (MPI). API  measures forecasting accuracy of secondary inventory when compared against demand or  forecast performance over a four-quarter period. MPI measures the quarterly  variability of forecast errors over the same period. The API and MPI metrics allow for  the identification of poorly forecasted NAVICP secondary inventory items. The metrics  can be applied to entire inventories or subsets of items based on type, demand, or  cost. In addition, the API metric can be used to show overall inventory performance,  providing NAVICP with a graphical means to assess forecasting performance improvements  (or degradations) over time.  The new forecasting accuracy methods developed in this research will allow the  Navy to continually gauge the overall health of their inventory management practices  and provide a method for improving forecasting accuracy. Additionally, they will  assist NAVICP in complying with DoD directives that require NAVICP to monitor and  continually develop improvements to inventory management practices.",,http://hdl.handle.net/10945/5756,"Monterey, California. Naval Postgraduate School",,Forecast error metrics for Navy inventory management performance,Thesis,Operations Research,Masters,M.S.
5743,10945/17,"Silvestrini, Rachel T.","Hooper, David A.",Operations Research,"Carlyle, W. Matthew",2011-03,"The mission of the Naval Special (NSW) community is to provide a versatile, responsive, and offensively focused  force with continuous overseas presence in order to have strategic impact in missions that include special  reconnaissance, direct action, unconventional warfare, and combating terrorism. Currently, the NSW community has  large manpower gaps within the officer corps especially, at the Lieutenant Commander rank. This gap threatens the  operational readiness of the NSW community, which in turn affects our national security. This thesis presents the  development of the Basic Underwater Demolition/SEAL (BUD/S) Accession Calculator (BAC) which uses goal  programming and Markov chain analysis to determine the optimal number of new accessions needed to enter the  BUD/S training program to meet target end-strength goals for company grade ranks. By properly manning the junior  ranks the Lieutenant Commander rank can be properly manned. The results demonstrate that the NSW community  can closely meet target end-strength goals of 127 and 285 for Lieutenant Junior Grades and Lieutenants, respectively,  with the 100 accessions to BUD/S every year. However, as the attrition rate fluctuates the number of accessions  change. The most dramatic impact to BUD/S accession requirements is observed when attrition rate increases.  Decrease in attrition rate show that small changes to accession requirements occur.",,http://hdl.handle.net/10945/5760,"Monterey, California. Naval Postgraduate School",,The basic underwater demolition/SEAL accession model determining the optimal number of junior officer accessions to meet end-strength goals,Thesis,Operations Research,Masters,M.S.
5806,10945/17,,"Bakken, April D.",Operations Research,"Kennedy, Quinn||Whitaker, Lyn R.||Weitlauf, Julie C.",2011-03,"Previous research indicates that among civilians and female veterans, a history of sexual violence is associated with  negative experiences with gynecological care. We attempt to extend these findings to active duty female U.S. military officers. We hypothesize that in this population (1) sexual violence history status predicts emotional reactions to the pelvic examination; (2) that this relationship is mediated by military rank; and (3) recollections of the first pelvic examination are correlated with reactions to the most recent pelvic examination.  Sixty participants completed an online survey, consisting of six questionnaires, tapping attitudes and  reactions to gynecological care, history of trauma, recommendations, and demographic information.  There is insufficient statistical evidence to support either a relationship between sexual violence history and  reaction to the most recent pelvic examination, or that rank mediates this potential relationship. However, there is  strong evidence that the first pelvic examination experience was positively correlated with the most recent pelvic  examination experience. Participants, regardless of sexual violence status, reported stronger reactions to the first  pelvic examination than to the most recent examination.  The results are not consistent with previous work for several possible reasons including the definition of  sexual violence, the role of Post-Traumatic Stress Disorder and homogeneity of the sample.",,http://hdl.handle.net/10945/5823,"Monterey, California. Naval Postgraduate School",,"Active duty female military's experience of fear, embarrassment, and distress during pelvic examinations",Thesis,Operation Research,Masters,M.S.
4940,10945/17,"Lucas, Thomas W.","Wong, Ka-Yoon",Operations Research,"Kline, Jeffrey E.",2010-12,"Nearly a decade after the small boat attacks against the USS Cole (in 2000) and M/V Limburg (in 2002) in Yemen, small vessels continue to pose a security threat. In part, this is due to the ease of camouflage and the high frequency of  small vessels operating in proximity to important maritime infrastructure, such as bridges and petrochemical plants,  and to passenger and military ships. In this study, small boat effectiveness in the interception of attacking speedboats  is analyzed using the stochastic, time-stepped, agent-based simulation tool MANA. Three alternative defender tactics  of scramble from base, barrier patrol, and random patrol are explored against two possible attacker modus operandi of  saturation attack and diversionary attack. The probability of at least one attacker reaching the defended asset is the  primary measure of effectiveness. A full factorial experiment was designed and executed for defenders tasked to  protect the Port of Los Angeles and the Port of Hong Kong. The findings indicate that the defenders are highly  susceptible to diversionary attacks regardless of tactics employed, but their effectiveness can be improved by  retaining sufficient defensive assets in preparation for a potential follow on attack. The study highlights the limits on  patrol boat effectiveness to intercept small high speed vessels which lead to the nullification of any numerical  advantage the defender may have when faced with a saturation attack. Anticipating the heading of the attacker is a  critical factor for a successful engagement.",Technology Agency author (civilian),http://hdl.handle.net/10945/4957,"Monterey, California. Naval Postgraduate School",,Robust defense against small boat attacks,Thesis,Operations Research,Masters,M.S.
4969,10945/17,,"Costica, Yinon",Operations Research,"Kress, Moshe||Szechtman, Roberto||Jacobs, Patricia",2010-12,"The intelligence making process, often described as the intelligence cycle, consists of phases. Congestion may be experienced in phases that require time consuming tasks such as translation, processing and analysis. To ameliorate the performance of those timeconsuming phases, a preliminary classification of intelligence items regarding their relevance and value to an intelligence request is performed. This classification is subject to false positive and false negative errors, where an item is classified as positive if it is relevant and provides valuable information to an intelligence request, and negative otherwise. The tradeoff between both types of errors, represented visually by the Receiver Operating Characteristic curve, depends on the training and capabilities of the classifiers as well as the classification test performed on each item and the decision rule that separates between positives and negatives. An important question that arises is how to best tune the classification process such that both accuracy of the classification and its timeliness are adequately addressed. An analytic answer is presented via a novel optimization model based on a tandem queue model. This thesis provides decision makers in the intelligence community with measures of effectiveness and decision support tools for enhancing the effectiveness of the classification process in a given intelligence operations scenario. In addition to the analytic study, numerical results are presented to obtain quantitative insights via sensitivity analysis of input parameters.",Israel Defense Forces author,http://hdl.handle.net/10945/4986,"Monterey, California. Naval Postgraduate School",,Optimizing classification in intelligence processing,Thesis,Operations Research,Masters,M.S.
4947,10945/17,"Nussbaum, Daniel A.","Wee, Gho Seng",Operations Research,"Hildebrandt, Gregory G.",2010-12,"L in its next Planning, Programming, Budgeting and  Execution System (PPBES) meeting.",Singapore Ministry of Defense author (civilian),http://hdl.handle.net/10945/4964,"Monterey, California. Naval Postgraduate School",,U.S. Marine Corps performance pricing model,Thesis,Operations Research,Masters,M.S.
4977,10945/17,"Fricker, Ronald D.","Ganuza, Manuel E.",Operations Research,"Hanni, Krista D.",2010-12,,US Navy (USN) author,http://hdl.handle.net/10945/4994,"Monterey, California. Naval Postgraduate School",,Assessing the effectiveness of cumulative sum normal- and poisson-based tests for detecting rare diseases,Thesis,Operations Research,Masters,M.S.
5017,10945/17,"Nussbaum, Daniel A.","Chia, Tommy.",Operations Research,"Kang, Keebom",2010-12,"M cost per vehicle for SOCOM was observed to be much higher than that of other services for most of the cost elements. There were, however, insufficient data to verify the factors that bring about the high cost. The importance of the observations lies in the following:",Singapore ST Engineering author (civilian),http://hdl.handle.net/10945/5034,"Monterey, California. Naval Postgraduate School",,A model to estimate the operating  &  maintenance (O & M) costs of the Mine Resistant Ambush Protected (MRAP) vehicles,Thesis,Operations Research,Masters,M.S.
5020,10945/17,"Mislick, Gregory K.","Burrow, Andrew D.",Operations Research,"Nussbaum, Daniel A.",2010-12,"This thesis describes the analysis of a Sense and Respond Logistics program as applied to the United States Marine Corps' Light Armored Vehicle. This program was initialized in 2003 by the Program Manger, Light Armored Vehicle in an effort to provide both users and commanders with real-time logistics information. This real-time information is collected from the Light Armored Vehicle via sensors that are placed in critical areas. The analysis carried out for this thesis centers upon the data collected from the aforementioned sensors during Phase II and Phase III of the overall program. The sensor data is compared to normal operating parameters for the respective component. The data collected in Phase II is also compared with Phase III. Most of the data from both phases falls within normal limits, 77% and 63% respectively. However, there is evidence to suggest a statistical difference between Phase II and Phase III. Due to the lack of baseline data, it is impossible to determine which phase is more accurate. Only nonparametric methods are used in this analysis.",US Marine Corps (USMC) author,http://hdl.handle.net/10945/5037,"Monterey, California. Naval Postgraduate School",,Marine Corps light armored vehicle automated data collection analysis,Thesis,Operations Research,Masters,M.S.
5109,10945/17||10945/11539,"Hughes, Wayne","Blasy, Christian W.",Operations Research,"Lucas, Thomas",2010-09,"We develop a campaign model for counterinsurgency that is  derived from the Lanchester-inspired Vidale-Wolfe marketing  model utilized in the analysis of a consumer population's  dynamics. We adapt this approach for a situation in which  the output of our differential equation model is not  attrition but the percentage of a given population that  supports a particular side in the insurgency. The model is  descriptive, providing a structured framework to analyze  complex inputs in a simple, straightforward and easily  understood framework. Parametric observations reveal that a  fledgling insurgency will grow to be a major concern if left  unaddressed by the government. Data from Colombia's  insurgency demonstrates that the model is well suited to  reflect the movement of a population's support away from the  government and toward an insurgency.",US Navy (USN) author,http://hdl.handle.net/10945/5126,"Monterey, California. Naval Postgraduate School",,An analysis of counterinsurgency campaigns using Lanchestrian Based Marketing differential equations,Thesis,Operations Research,Masters,M.S.
5144,10945/17,"Royset, Johannes O.","Gift, Philip D.",Operations Research,"Kress, Moshe",2010-09,"In an effort to impede the flow of drugs from South America, a Coalition Force headed by Joint Interagency Task  Force (JIATF) - South allocates its assets to detect and interdict drug smuggling vessels such as the self-propelled  semi-submersible (SPSS) used by a Drug Trafficking Organization (DTO). In this thesis, we develop an interdiction  model to place the Coalition Force assets optimally. We also develop a model - known as the Adaptive Evader  Model - for a DTO that is able to learn the placement of the Coalition Force assets. This model is akin to the multiarmed  bandit problem. We create two algorithms for the Adapting Evader Model. One algorithm uses an optimal  learning policy and the other uses a heuristic learning policy. We also create an algorithm for the interdiction model  using the Cross-Entropy method. Finally, we construct a case study that we use to draw some insights about how a  DTO, that is capable of learning, reacts to different optimal plans. This information can be used by the Coalition  Force to more effectively allocate their limited number of assets during drug interdiction operations.",US Navy (USN) author,http://hdl.handle.net/10945/5161,"Monterey, California. Naval Postgraduate School",Stochastic model||Dynamic programming||Stochastic optimization||Multiarmed bandit problem||Cross Entropy Method||Interdiction model||Search and detection||Selfpropelled semi-submersible||SPSS,Planning for an adaptive evader with application to drug interdiction operations,Thesis,Operations Research,Masters,M.S.
5147,10945/17,"Alderson, David L.","Fry, W. Jacob.",Operations Research,"Craparo, Emily M.",2010-09,"The U.S. Army Nett Warrior System is a type of Mobile Ad-Hoc Network (MANET) designed to enhance situational  awareness and communications within a U.S. Army Brigade Combat Team. It depends on reliable wireless  communication provided by Enhanced Position Location Reporting System (EPLRS) Radio Sets. This study  investigates the appropriate basis of issue for the fielding of these systems by examining how varying the number of  fielded radios affects the system's ability to support Army communications requirements. In this thesis, we model  network operations in three ways to evaluate the effects of varying the number of radios. The first model provides an  idealized representation of network performance by calculating total throughput in the best case. The second model  estimates the percentage of potential links that can be established simultaneously using a greedy heuristic and in a  manner consistent with EPLRS design. The final model examines the ability of the network to support the distribution  of situational awareness information using discrete event simulation to evaluate the percentage of successful  transmissions for networks of varying radio densities. We exercise these models under various deployment scenarios  and make recommendations regarding the fielding of these systems.",US Navy (USN) author,http://hdl.handle.net/10945/5164,"Monterey, California. Naval Postgraduate School",,An analysis of Mobile Ad-Hoc Network performance to recommend a basis of issue for the U.S. Army Nett Warrior System,Thesis,Operations Research,Masters,M.S.
5177,10945/17,"Lin, Kyle Y.","Lin, Che-Shiung",Operations Research,"Burton, Douglas R.",2010-09,"Tower-based surveillance systems have been employed by the U.S. military to enhance intelligence, surveillance, and reconnaissance capabilities in Iraq and Afghanistan. We consider a scenario wherein two surveillance towers are  installed in separate locations; however, the surveillance team does not have enough operators to operate both towers to their capacity. Two strategies can be used to operate these two towers: stationary and dynamic. We formulate a  two-person nonzero-sum game to analyze these strategies, in which the surveillance team wants to maintain regional stability while insurgents carry out attacks to disrupt it.  Our analysis suggests that the dynamic allocation strategy can improve the performance of surveillance towers over  stationary allocation under most circumstances. The improvement tends to be more significant when the surveillance team has more surveillance resource. The dynamic allocation tends to be less effective when (1) a detected attack has a smaller negative impact on the insurgent operations, or when (2) a detected attack brings a larger immediate benefit to the surveillance team.",Republic of China (Taiwan) Army author,http://hdl.handle.net/10945/5194,"Monterey, California. Naval Postgraduate School",,Optimal operation of surveillance towers with limited manpower,Thesis,Operations Research,Masters,M.S.
5139,10945/17,"Fricker, Ronald D.","Hagen, Katie S.",Operations Research,"Johnson, Rachel T.",2010-09,"The Monterey County Health Department (MCHD) in California uses the Early Aberration Reporting System (EARS) to monitor emergency room and clinic data for biosurveillance, particularly as an alert system for various types of disease outbreaks. The flexibility of the system has proven to be a very useful feature of EARS; however, little research has been conducted to assess its performance. In this thesis, a quantitative analysis based on modifications to EARS' internal logic and algorithms is assessed. Logic is used as a counting tool for potential cases of outbreak, and the Early Event Detection (EED) algorithms are used to determine whether or not an outbreak is about to occur. The EED methods are compared by assessing their ability to detect the presence of a known H1N1 outbreak in Monterey County. This research found the cumulative sum (CUSUM) detection method to be the most reliable in signaling the H1N1 outbreak, across all combinations of logic explored.",US Navy (USN) author,http://hdl.handle.net/10945/5156,"Monterey, California. Naval Postgraduate School",,"Assessing the effectiveness of the Early Aberration Reporting System (EARS) for early event detection of the H1N1 (""SWINE FLU"") virus",Thesis,Operations Research,Masters,M.S.
5112,10945/17||10945/11539,"Royset, Johannes O.","Bessman, Daniel L.",Operations Research,"Salmeron, Javier",2010-09,"Counterdrug operations are of national interest to the U.S. and our allies because the  illegal production and trafficking of drugs threatens U.S. national security and  undermines security and stability in Latin America. Since law enforcement tasked with  counterdrug operations is not given enough platforms to search every location at all  times, they must decide how to employ their scarce platforms. To assist law  enforcement, we develop a defender-attacker optimization model that utilizes actionable  intelligence to coordinate the simultaneous, cooperative disposition of law enforcement  platforms in an optimal manner against a smuggler. The model utilizes stochastic  dynamic programming to represent an intelligent smuggler, who has the ability to  reevaluate his remaining path at decision points along his journey, based on knowledge  obtained en route and expectations previously derived. The model employs Global  Benders' Decomposition to determine the optimal placement of three different types of  law enforcement platforms simultaneously prosecuting one of three possible types of  smuggler. We show that such computations cannot be performed fast enough to be used  in a tactical decision aid, since they typically require in excess of two hours. Upon  further analysis using our model, we determine a large number of defender missions do  not have a substantial impact on the attacker's risk. Based on the results of our model,  we believe further algorithmic development is needed for implementation into a tactical  decision aid to assist in counter drug operations.",US Navy (USN) author,http://hdl.handle.net/10945/5129,"Monterey, California. Naval Postgraduate School","Stochastic Optimization||Dynamic Programming||Defender-AttackerOptimization||Global Bender_„_s Decomposition||Search and Detection",Optimal interdiction of an adaptive smuggler,Thesis,Operations Research,Masters,M.S.
5118,10945/17||10945/11539,"Nussbaum, Daniel A.","Roscoe, Scott A.",Operations Research,"Burton, Douglas R.",2010-09,"L) FBCF Calculator is performed and identifies the  similarities and differences between the methodologies to include an analysis of the  output of each calculator.  Our analysis indicates that while the methodologies used to calculate the FBCF  vary among the Services, they share common underlying principles and the FBCF  methodologies can produce similar results.  Recommendations for follow on studies are provided.",US Navy (USN) author,http://hdl.handle.net/10945/5135,"Monterey, California. Naval Postgraduate School",,A comparison of the fully burdened cost of fuel methodologies used across the Department of Defense,Thesis,Operations Research,Masters,M.S.
5175,10945/17||10945/11539,"Dell, Robert F.","Madson, Rebecca L.",Operations Research,"Otte, Douglas E.",2010-09,"The Department of the Navy currently has 11 nuclear-powered aircraft carriers (CVN), which are the centerpiece of carrier strike groups (CSG). The Fleet Response Plan (FRP) dictates CSG deployment and readiness cycles. Based on the FRP, the Navy produces a Master Aviation Plan that assigns 10 carrier-airwings (CVW) to CVNs and carrier-based squadrons to CVWs. At any given time, there are at most 38 strike-fighter squadrons to fill 40 possible assignments. Because there are not enough to fill every possible assignment at one time, strike-fighter squadrons must move between carrier-airwings. Currently, heuristics determine moves using a set of predetermined rules. This thesis presents the Carrier Optimal Strike-fighter Scheduling Tool (COSST), which uses an integer-linear program that optimally assigns strike-fighter squadrons to carrier-airwings over a 10-year period. Assignments minimize moves and ensure sufficient time between deployments. Compared to an existing schedule, our analysis shows that COSST reduces the number of strike-fighter squadron moves from eleven to five in the first four years. Our analysis also examines the impact of reducing strike-fighter squadron availability and transitioning squadrons.",US Navy (USN) author,http://hdl.handle.net/10945/5192,"Monterey, California. Naval Postgraduate School",,Optimizing assignments of strike-fighter squadrons to carrier-airwing deployments,Thesis,Operations Research,Masters,M.S.
5200,10945/17,"Buttrey, Samuel E.","Krispin, Sean J.",Operations Research,"Fricker, Ronald D.",2010-09,"Retention of personnel is as important for United States military organizations as it is for any organization to ensure continuity and effectiveness. The demands that the current long-term conflicts place on the military have affected the Navy, both Active and Reserves. Naval personnel are asked to do missions on shore with ground units in an Individual Augmentation (IA) billet. Many of these IA billets have been filled by mobilized reservists, particularly to the operations in Iraq (OIF) and Afghanistan (OEF). This thesis uses standard statistical modeling techniques to quantify the effects of these mobilizations on enlisted and officer retention, and in particular, mobilizations to certain operations, on retention. The results concluded that the operation that the enlisted reservist was mobilized to was the most important factor in determining retention. The reservist's paygrade and rating were also significant factors in predicting attrition. These results can help the Naval Reserve manage its manpower flows.",US Navy (USN) author,http://hdl.handle.net/10945/5217,"Monterey, California. Naval Postgraduate School",,Assessing the effect of mobilization on enlisted reserve retention,Thesis,Operations Research,Masters,M.S.
